person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,birth_year,age_at_draft
77523,Jim,McDaniels,Jim McDaniels,"McDaniels, Jim",J. McDaniels,jim-mcdaniels,1948-04-02 00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-11,228.0,5.0,44,Center,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jim_mcdaniels,1971.0,1977.0,N,Y,Y,1971.0,2,23,N,1948,23.0
203909,KJ,McDaniels,KJ McDaniels,"McDaniels, KJ",K. McDaniels,kj-mcdaniels,1993-02-09 00:00:00,Clemson,USA,Clemson/USA,6-6,205.0,4.0,14,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,kj_mcdaniels,2014.0,2016.0,Y,Y,Y,2014.0,2,32,N,1993,21.0
77524,Ben,McDonald,Ben McDonald,"McDonald, Ben",B. McDonald,ben-mcdonald,1962-07-20 00:00:00,California-Irvine,USA,California-Irvine/USA,6-8,210.0,4.0,30,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_ben_mcdonald,1985.0,1988.0,N,Y,Y,1984.0,3,50,N,1962,22.0
77525,Glenn,McDonald,Glenn McDonald,"McDonald, Glenn",G. McDonald,glenn-mcdonald,1952-03-18 00:00:00,Long Beach State,USA,Long Beach State/USA,6-6,190.0,3.0,13,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_glenn_mcdonald,1974.0,1976.0,N,Y,Y,1974.0,1,17,N,1952,22.0
1075,Michael,McDonald,Michael McDonald,"McDonald, Michael",M. McDonald,michael-mcdonald,1969-02-13 00:00:00,New Orleans,USA,New Orleans/USA,6-10,232.0,1.0,,Center,Inactive,N,0,,,,,michael_mcdonald,1997.0,1997.0,N,Y,Y,1995.0,2,55,N,1969,26.0
77527,Hank,McDowell,Hank McDowell,"McDowell, Hank",H. McDowell,hank-mcdowell,1959-11-13 00:00:00,Memphis,USA,Memphis/USA,6-9,215.0,6.0,41,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_hank_mcdowell,1981.0,1986.0,N,Y,Y,1981.0,5,102,N,1959,22.0
686,Antonio,McDyess,Antonio McDyess,"McDyess, Antonio",A. McDyess,antonio-mcdyess,1974-09-07 00:00:00,Alabama,USA,Alabama/USA,6-9,245.0,16.0,34,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,antonio_mcdyess,1995.0,2010.0,N,Y,Y,1995.0,1,2,N,1974,21.0
77528,Jim,McElroy,Jim McElroy,"McElroy, Jim",J. McElroy,jim-mcelroy,1953-10-04 00:00:00,Central Michigan,USA,Central Michigan/USA,6-3,190.0,7.0,33,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,New Orleans,HISTADD_jim_mcelroy,1975.0,1981.0,N,Y,Y,1975.0,3,38,N,1953,22.0
203956,Mitch,McGary,Mitch McGary,"McGary, Mitch",M. McGary,mitch-mcgary,1992-06-06 00:00:00,Michigan,USA,Michigan/USA,6-10,255.0,3.0,33,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,mitch_mcgary,2014.0,2015.0,Y,Y,Y,2014.0,1,21,N,1992,22.0
77530,Mike,McGee,Mike McGee,"McGee, Mike",M. McGee,mike-mcgee,1959-07-29 00:00:00,Michigan,USA,Michigan/USA,6-5,190.0,9.0,40,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_mike_mcgee,1981.0,1989.0,N,Y,Y,1981.0,1,19,N,1959,22.0
77531,Bill,McGill,Bill McGill,"McGill, Bill",B. McGill,bill-mcgill,1939-09-16 00:00:00,Utah,USA,Utah/USA,6-9,225.0,3.0,40,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_thehill_mcgill,1962.0,1964.0,N,Y,Y,1962.0,1,1,N,1939,23.0
77532,George,McGinnis,George McGinnis,"McGinnis, George",G. McGinnis,george-mcginnis,1950-08-12 00:00:00,Indiana,USA,Indiana/USA,6-8,235.0,7.0,30,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_george_mcginnis,1975.0,1981.0,N,Y,Y,1973.0,2,22,N,1950,23.0
77534,Gil,McGregor,Gil McGregor,"McGregor, Gil",G. McGregor,gil-mcgregor,1949-06-14 00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,240.0,1.0,25,Forward,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_gil_mcgregor,1971.0,1971.0,N,Y,Y,1971.0,6,89,N,1949,22.0
77536,Al,McGuire,Al McGuire,"McGuire, Al",A. McGuire,al-mcguire,1928-09-07 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-2,180.0,4.0,,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_al_mcguire,1951.0,1954.0,N,Y,Y,1951.0,6,55,N,1928,23.0
77535,Allie,McGuire,Allie McGuire,"McGuire, Allie",A. McGuire,allie-mcguire,1951-07-10 00:00:00,Marquette,USA,Marquette/USA,6-3,175.0,1.0,16,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_allie_mcguire,1973.0,1973.0,N,Y,Y,1973.0,3,49,N,1951,22.0
77537,Dick,McGuire,Dick McGuire,"McGuire, Dick",D. McGuire,dick-mcguire,1926-01-25 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-0,180.0,11.0,15,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_dick_mcguire,1949.0,1959.0,N,Y,Y,1949.0,1,7,N,1926,23.0
201187,Dominic,McGuire,Dominic McGuire,"McGuire, Dominic",D. McGuire,dominic-mcguire,1985-10-20 00:00:00,Fresno State,USA,Fresno State/USA,6-9,235.0,7.0,,Forward,Inactive,N,0,,,,,dominic_mcguire,2007.0,2012.0,Y,Y,Y,2007.0,2,47,N,1985,22.0
1450,Kevin,McHale,Kevin McHale,"McHale, Kevin",K. McHale,kevin-mchale,1957-12-19 00:00:00,Minnesota,USA,Minnesota/USA,6-10,210.0,13.0,32,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,kevin_mchale,1980.0,1992.0,N,Y,Y,1980.0,1,3,Y,1957,23.0
29,Jim,McIlvaine,Jim McIlvaine,"McIlvaine, Jim",J. McIlvaine,jim-mcilvaine,1972-07-30 00:00:00,Marquette,USA,Marquette/USA,,,7.0,,Center,Inactive,N,0,,,,,jim_mcilvaine,1994.0,2000.0,N,Y,Y,1994.0,2,32,N,1972,22.0
976,Jeff,McInnis,Jeff McInnis,"McInnis, Jeff",J. McInnis,jeff-mcinnis,1974-10-22 00:00:00,North Carolina,USA,North Carolina/USA,6-4,190.0,11.0,,Guard,Inactive,N,0,,,,,jeff_mcinnis,1996.0,2007.0,N,Y,Y,1996.0,2,37,N,1974,22.0
77540,Kenny,McIntosh,Kenny McIntosh,"McIntosh, Kenny",K. McIntosh,kenny-mcintosh,1949-01-21 00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-7,225.0,4.0,43,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_kenny_mcintosh,1971.0,1974.0,N,Y,Y,1971.0,1,15,N,1949,22.0
77541,Kevin,McKenna,Kevin McKenna,"McKenna, Kevin",K. McKenna,kevin-mckenna,1959-01-08 00:00:00,Creighton,USA,Creighton/USA,6-5,195.0,6.0,12,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_kevin_mckenna,1981.0,1987.0,N,Y,Y,1981.0,4,88,N,1959,22.0
77542,Forrest,McKenzie,Forrest McKenzie,"McKenzie, Forrest",F. McKenzie,forrest-mckenzie,1963-02-16 00:00:00,Loyola-Marymount,USA,Loyola-Marymount/USA,6-7,200.0,1.0,7,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_forrest_mckenzie,1986.0,1986.0,N,Y,Y,1986.0,3,48,N,1963,23.0
77543,Stan,McKenzie,Stan McKenzie,"McKenzie, Stan",S. McKenzie,stan-mckenzie,1944-10-06 00:00:00,New York University,USA,New York University/USA,6-5,195.0,7.0,40,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_stan_mckenzie,1967.0,1973.0,N,Y,Y,1966.0,11,94,N,1944,22.0
365,Derrick,McKey,Derrick McKey,"McKey, Derrick",D. McKey,derrick-mckey,1966-10-10 00:00:00,Alabama,USA,Alabama/USA,6-10,241.0,15.0,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,derrick_mckey,1987.0,2001.0,N,Y,Y,1987.0,1,9,N,1966,21.0
243,Aaron,McKie,Aaron McKie,"McKie, Aaron",A. McKie,aaron-mckie,1972-10-02 00:00:00,Temple,USA,Temple/USA,6-5,209.0,14.0,2,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,aaron_mckie,1994.0,2006.0,N,Y,Y,1994.0,1,17,N,1972,22.0
203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,ben-mclemore,1993-02-11 00:00:00,Kansas,USA,Kansas/USA,6-3,195.0,10.0,23,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,ben_mclemore,2013.0,2021.0,Y,Y,Y,2013.0,1,7,N,1993,20.0
77548,Mccoy,McLemore,Mccoy McLemore,"McLemore, Mccoy",M. McLemore,mccoy-mclemore,1942-04-03 00:00:00,Drake,USA,Drake/USA,6-7,230.0,8.0,18,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_mccoy_mclemore,1964.0,1971.0,N,Y,Y,1964.0,3,23,N,1942,22.0
1728,Roshown,McLeod,Roshown McLeod,"McLeod, Roshown",R. McLeod,roshown-mcleod,1975-11-17 00:00:00,Duke,USA,Duke/USA,,,3.0,,Forward,Inactive,N,0,,,,,roshown_mcleod,1998.0,2000.0,N,Y,Y,1998.0,1,20,N,1975,23.0
77551,Jack,McMahon,Jack McMahon,"McMahon, Jack",J. McMahon,jack-mcmahon,1928-12-03 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185.0,8.0,21,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_jack_mcmahon,1952.0,1959.0,N,Y,Y,1952.0,,,N,1928,24.0
203,Nate,McMillan,Nate McMillan,"McMillan, Nate",N. McMillan,nate-mcmillan,1964-08-03 00:00:00,North Carolina State,USA,North Carolina State/USA,6-5,210.0,12.0,10,Guard-Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,nate_mcmillan,1986.0,1997.0,N,Y,Y,1986.0,2,30,N,1964,22.0
77553,Tom,McMillen,Tom McMillen,"McMillen, Tom",T. McMillen,tom-mcmillen,1952-05-26 00:00:00,Maryland,USA,Maryland/USA,6-11,215.0,11.0,54,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tom_mcmillen,1975.0,1985.0,N,Y,Y,1974.0,1,9,N,1952,22.0
77554,Jim,McMillian,Jim McMillian,"McMillian, Jim",J. McMillian,jim-mcmillian,1948-03-11 00:00:00,Columbia,USA,Columbia/USA,6-5,215.0,9.0,5,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_jim_mcmillian,1970.0,1978.0,N,Y,Y,1970.0,1,13,N,1948,22.0
77555,Shellie,McMillon,Shellie McMillon,"McMillon, Shellie",S. McMillon,shellie-mcmillon,1936-03-11 00:00:00,Bradley,USA,Bradley/USA,6-5,205.0,4.0,25,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_shellie_mcmillon,1958.0,1961.0,N,Y,Y,1958.0,6,42,N,1936,22.0
77558,Mark,McNamara,Mark McNamara,"McNamara, Mark",M. McNamara,mark-mcnamara,1959-06-08 00:00:00,California,USA,California/USA,6-11,235.0,8.0,31,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_mark_mcnamara,1982.0,1990.0,N,Y,Y,1982.0,1,22,N,1959,23.0
77559,Joe,McNamee,Joe McNamee,"McNamee, Joe",J. McNamee,joe-mcnamee,1926-09-24 00:00:00,San Francisco,USA,San Francisco/USA,6-6,210.0,2.0,,Center,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_joe_mcnamee,1950.0,1951.0,N,Y,Y,1950.0,1,9,N,1926,24.0
77562,Bob,McNeill,Bob McNeill,"McNeill, Bob",B. McNeill,bob-mcneill,1938-10-22 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,170.0,2.0,52,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_bob_mcneill,1960.0,1961.0,N,Y,Y,1960.0,3,19,N,1938,22.0
77561,Larry,McNeill,Larry McNeill,"McNeill, Larry",L. McNeill,larry-mcneill,1951-01-31 00:00:00,Marquette,USA,Marquette/USA,6-9,195.0,6.0,32,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_thehawk_mcneill,1973.0,1978.0,N,Y,Y,1973.0,2,25,N,1951,22.0
77563,Carl,McNulty,Carl McNulty,"McNulty, Carl",C. McNulty,carl-mcnulty,1930-02-14 00:00:00,Purdue,USA,Purdue/USA,6-3,185.0,1.0,6,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_carl_mcnulty,1954.0,1954.0,N,Y,Y,1952.0,,,N,1930,22.0
203895,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,jordan-mcrae,1991-03-28 00:00:00,Tennessee,USA,Tennessee/USA,6-5,179.0,5.0,52,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jordan_mcrae,2015.0,2019.0,Y,Y,Y,2014.0,2,58,N,1991,23.0
77566,Thales,McReynolds,Thales McReynolds,"McReynolds, Thales",T. McReynolds,thales-mcreynolds,1943-06-08 00:00:00,Miles,USA,Miles/USA,6-3,185.0,1.0,11,Guard,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_thales_mcreynolds,1965.0,1965.0,N,Y,Y,1965.0,11,82,N,1943,22.0
77567,Eric,McWilliams,Eric McWilliams,"McWilliams, Eric",E. McWilliams,eric-mcwilliams,1950-04-18 00:00:00,Long Beach State,USA,Long Beach State/USA,6-8,200.0,1.0,22,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_eric_mcwilliams,1972.0,1972.0,N,Y,Y,1972.0,3,37,N,1950,22.0
201975,Jodie,Meeks,Jodie Meeks,"Meeks, Jodie",J. Meeks,jodie-meeks,1987-08-21 00:00:00,Kentucky,USA,Kentucky/USA,6-4,210.0,11.0,20,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,jodie_meeks,2009.0,2018.0,Y,Y,Y,2009.0,2,41,N,1987,22.0
77570,Cliff,Meely,Cliff Meely,"Meely, Cliff",C. Meely,cliff-meely,1947-07-10 00:00:00,Colorado,USA,Colorado/USA,6-8,215.0,5.0,21,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_cliff_meely,1971.0,1975.0,N,Y,Y,1971.0,1,7,N,1947,24.0
77573,Don,Meineke,Don Meineke,"Meineke, Don",D. Meineke,don-meineke,1930-10-30 00:00:00,Dayton,USA,Dayton/USA,6-7,208.0,5.0,22,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_monk_meineke,1952.0,1957.0,N,Y,Y,1952.0,,,N,1930,22.0
77576,Bill,Melchionni,Bill Melchionni,"Melchionni, Bill",B. Melchionni,bill-melchionni,1944-10-19 00:00:00,Villanova,USA,Villanova/USA,6-1,165.0,2.0,25,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_bill_melchionni,1966.0,1967.0,N,Y,Y,1966.0,2,19,N,1944,22.0
203097,Fab,Melo,Fab Melo,"Melo, Fab",F. Melo,fab-melo,1990-06-20 00:00:00,Syracuse,Brazil,Syracuse/Brazil,7-0,255.0,2.0,13,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,fab_melo,2012.0,2012.0,Y,Y,Y,2012.0,1,22,N,1990,22.0
77578,Dean,Meminger,Dean Meminger,"Meminger, Dean",D. Meminger,dean-meminger,1948-05-13 00:00:00,Marquette,USA,Marquette/USA,6-1,175.0,6.0,7,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_thedream_meminger,1971.0,1976.0,N,Y,Y,1971.0,1,16,N,1948,23.0
77579,Chuck,Mencel,Chuck Mencel,"Mencel, Chuck",C. Mencel,chuck-mencel,1933-04-21 00:00:00,Minnesota,USA,Minnesota/USA,6-0,168.0,2.0,18,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_chuck_mencel,1955.0,1956.0,N,Y,Y,1955.0,2,12,N,1933,22.0
77580,John,Mengelt,John Mengelt,"Mengelt, John",J. Mengelt,john-mengelt,1949-10-16 00:00:00,Auburn,USA,Auburn/USA,6-2,195.0,10.0,15,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_crash_mengelt,1971.0,1980.0,N,Y,Y,1971.0,2,21,N,1949,22.0
1500,Ron,Mercer,Ron Mercer,"Mercer, Ron",R. Mercer,ron-mercer,1976-05-18 00:00:00,Kentucky,USA,Kentucky/USA,6-7,215.0,9.0,,Guard-Forward,Inactive,N,0,,,,,ron_mercer,1997.0,2004.0,N,Y,Y,1997.0,1,6,N,1976,21.0
77582,Joe,Meriweather,Joe Meriweather,"Meriweather, Joe",J. Meriweather,joe-meriweather,1953-10-26 00:00:00,Southern Illinois,USA,Southern Illinois/USA,6-10,215.0,10.0,50,Center,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_joe_meriweather,1975.0,1984.0,N,Y,Y,1975.0,1,11,N,1953,22.0
77583,Porter,Meriwether,Porter Meriwether,"Meriwether, Porter",P. Meriwether,porter-meriwether,1940-03-16 00:00:00,Tennessee State,USA,Tennessee State/USA,6-2,180.0,1.0,14,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_porter_meriwether,1962.0,1962.0,N,Y,Y,1962.0,3,21,N,1940,22.0
77584,Tom,Meschery,Tom Meschery,"Meschery, Tom",T. Meschery,tom-meschery,1938-10-26 00:00:00,St. Mary's (CA),USA,St. Mary's (CA)/USA,6-6,215.0,10.0,14,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_tom_meschery,1961.0,1970.0,N,Y,Y,1961.0,1,7,N,1938,23.0
77586,Dave,Meyers,Dave Meyers,"Meyers, Dave",D. Meyers,dave-meyers,1953-04-21 00:00:00,UCLA,USA,UCLA/USA,6-9,215.0,4.0,7,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_dave_meyers,1975.0,1979.0,N,Y,Y,1975.0,1,2,N,1953,22.0
77588,Larry,Micheaux,Larry Micheaux,"Micheaux, Larry",L. Micheaux,larry-micheaux,1960-03-24 00:00:00,Houston,USA,Houston/USA,6-9,220.0,2.0,40,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_larry_micheaux,1983.0,1984.0,N,Y,Y,1983.0,2,29,N,1960,23.0
1626175,Jordan,Mickey,Jordan Mickey,"Mickey, Jordan",J. Mickey,jordan-mickey,1994-07-09 00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,235.0,4.0,25,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jordan_mickey,2015.0,2017.0,Y,Y,Y,2015.0,2,33,N,1994,21.0
77590,Ed,Mikan,Ed Mikan,"Mikan, Ed",E. Mikan,ed-mikan,1925-10-20 00:00:00,DePaul,USA,DePaul/USA,6-8,230.0,6.0,15,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_ed_mikan,1948.0,1953.0,N,Y,Y,1948.0,1,5,N,1925,23.0
77591,Larry,Mikan,Larry Mikan,"Mikan, Larry",L. Mikan,larry-mikan,1948-04-08 00:00:00,Minnesota,USA,Minnesota/USA,6-7,210.0,1.0,30,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_larry_mikan,1970.0,1970.0,N,Y,Y,1970.0,4,64,N,1948,22.0
77593,Vern,Mikkelsen,Vern Mikkelsen,"Mikkelsen, Vern",V. Mikkelsen,vern-mikkelsen,1928-10-21 00:00:00,Hamline,USA,Hamline/USA,6-7,230.0,10.0,19,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_vern_mikkelsen,1949.0,1958.0,N,Y,Y,1949.0,,,N,1928,21.0
101139,CJ,Miles,CJ Miles,"Miles, CJ",C. Miles,cj-miles,1987-03-18 00:00:00,No College,USA,No College/USA,6-6,220.0,16.0,,Guard,Inactive,N,0,,,,,cj_miles,2005.0,2021.0,Y,Y,Y,2005.0,2,34,N,1987,18.0
2032,Darius,Miles,Darius Miles,"Miles, Darius",D. Miles,darius-miles,1981-10-09 00:00:00,East St. Louis HS (IL),USA,East St. Louis HS (IL)/USA,6-9,235.0,8.0,3,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,darius_miles,2000.0,2008.0,N,Y,Y,2000.0,1,3,N,1981,19.0
77596,Eddie,Miles,Eddie Miles,"Miles, Eddie",E. Miles,eddie-miles,1940-07-05 00:00:00,Seattle,USA,Seattle/USA,6-4,195.0,9.0,42,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_eddie_miles,1963.0,1971.0,N,Y,Y,1963.0,1,4,N,1940,23.0
2545,Darko,Milicic,Darko Milicic,"Milicic, Darko",D. Milicic,darko-milicic,1985-06-20 00:00:00,Hemoform,Serbia,Hemoform/Serbia,7-0,275.0,10.0,,Center,Inactive,N,0,,,,,darko_milicic,2003.0,2012.0,N,Y,Y,2003.0,1,2,N,1985,18.0
1889,Andre,Miller,Andre Miller,"Miller, Andre",A. Miller,andre-miller,1976-03-19 00:00:00,Utah,USA,Utah/USA,6-3,200.0,18.0,24,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,andre_miller,1999.0,2015.0,N,Y,Y,1999.0,1,8,N,1976,23.0
292,Anthony,Miller,Anthony Miller,"Miller, Anthony",A. Miller,anthony-miller,1971-10-22 00:00:00,Michigan State,USA,Michigan State/USA,6-9,255.0,8.0,,Forward,Inactive,N,0,,,,,anthony_miller,1994.0,2004.0,N,Y,Y,1994.0,2,39,N,1971,23.0
77603,Bob,Miller,Bob Miller,"Miller, Bob",B. Miller,bob-miller,1956-07-09 00:00:00,Cincinnati,USA,Cincinnati/USA,6-10,230.0,1.0,41,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_bob_miller,1983.0,1983.0,N,Y,Y,1978.0,4,85,N,1956,22.0
203121,Darius,Miller,Darius Miller,"Miller, Darius",D. Miller,darius-miller,1990-03-21 00:00:00,Kentucky,USA,Kentucky/USA,6-6,225.0,6.0,,Forward,Inactive,N,0,,,,,darius_miller,2012.0,2020.0,Y,Y,Y,2012.0,2,46,N,1990,22.0
77602,Dick,Miller,Dick Miller,"Miller, Dick",D. Miller,dick-miller,1958-04-26 00:00:00,Toledo,USA,Toledo/USA,6-6,215.0,1.0,30,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_dick_miller,1980.0,1980.0,N,Y,Y,1980.0,2,40,N,1958,22.0
77599,Eddie,Miller,Eddie Miller,"Miller, Eddie",E. Miller,eddie-miller,1931-06-18 00:00:00,Syracuse,USA,Syracuse/USA,6-8,225.0,2.0,,Forward,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_eddie_miller,1952.0,1953.0,N,Y,Y,1952.0,,,N,1931,21.0
2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19 00:00:00,Florida,USA,Florida/USA,6-8,218.0,18.0,3,Guard-Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000.0,2016.0,N,Y,Y,2000.0,1,5,N,1980,20.0
932,Oliver,Miller,Oliver Miller,"Miller, Oliver",O. Miller,oliver-miller,1970-04-06 00:00:00,Arkansas,USA,Arkansas/USA,6-9,315.0,10.0,3,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,oliver_miller,1992.0,2003.0,N,Y,Y,1992.0,1,22,N,1970,22.0
203113,Quincy,Miller,Quincy Miller,"Miller, Quincy",Q. Miller,quincy-miller,1992-11-18 00:00:00,Baylor,USA,Baylor/USA,6-9,210.0,4.0,34,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,quincy_miller,2012.0,2014.0,Y,Y,Y,2012.0,2,38,N,1992,20.0
168,Chris,Mills,Chris Mills,"Mills, Chris",C. Mills,chris-mills,1970-01-25 00:00:00,Arizona,USA,Arizona/USA,6-7,220.0,11.0,34,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,chris_mills,1993.0,2002.0,N,Y,Y,1993.0,1,22,N,1970,23.0
371,Terry,Mills,Terry Mills,"Mills, Terry",T. Mills,terry-mills,1967-12-21 00:00:00,Michigan,USA,Michigan/USA,,,11.0,,Forward,Inactive,N,0,,,,,terry_mills,1990.0,2000.0,N,Y,Y,1990.0,1,16,N,1967,23.0
200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10 00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257.0,17.0,8,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,paul_millsap,2006.0,2021.0,N,Y,Y,2006.0,2,47,N,1985,21.0
114,Harold,Miner,Harold Miner,"Miner, Harold",H. Miner,harold-miner,1971-05-05 00:00:00,Southern California,USA,Southern California/USA,6-5,210.0,4.0,4,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,harold_miner,1992.0,1995.0,N,Y,Y,1992.0,1,12,N,1971,21.0
65,Greg,Minor,Greg Minor,"Minor, Greg",G. Minor,greg-minor,1971-09-08 00:00:00,Louisville,USA,Louisville/USA,6-6,210.0,5.0,,Guard,Inactive,N,0,,,,,greg_minor,1994.0,1998.0,N,Y,Y,1994.0,1,25,N,1971,23.0
202703,Nikola,Mirotic,Nikola Mirotic,"Mirotic, Nikola",N. Mirotic,nikola-mirotic,1991-02-11 00:00:00,Real Madrid,Montenegro,Real Madrid/Montenegro,6-10,250.0,6.0,41,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,nikola_mirotic,2014.0,2018.0,N,Y,Y,2011.0,1,23,N,1991,20.0
77613,Wat,Misaka,Wat Misaka,"Misaka, Wat",W. Misaka,wat-misaka,1923-12-21 00:00:00,Utah,USA,Utah/USA,5-7,150.0,1.0,15,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_wat_misaka,1947.0,1947.0,N,Y,Y,1947.0,,,N,1923,24.0
77615,Mike,Mitchell,Mike Mitchell,"Mitchell, Mike",M. Mitchell,mike-mitchell,1956-01-01 00:00:00,Auburn,USA,Auburn/USA,6-7,215.0,10.0,34,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_mike_mitchell,1978.0,1987.0,N,Y,Y,1978.0,1,15,N,1956,22.0
